condition,axis,signed_mag,protocol,nds,map6,mATE,mASE,mAOE,mAVE,mAAE,nds_10class,map_10class,rrs
VR,roll,4,CAM_FRONT_RIGHT,0.4829,0.4281,0.6176,0.1454,0.4021,2.3924,0.1462,0.3066,0.2569,0.9857
VR,roll,4,CAM_FRONT_LEFT,0.4729,0.4121,0.6330,0.1462,0.4096,2.4720,0.1428,0.3005,0.2473,0.9652
VR,roll,4,CAM_BACK,0.4514,0.3664,0.6619,0.1498,0.3543,2.2256,0.1517,0.2879,0.2198,0.9213
VR,roll,4,CAM_BACK_LEFT,0.4776,0.4180,0.6249,0.1444,0.3980,2.4913,0.1463,0.3034,0.2508,0.9748
VR,roll,4,CAM_BACK_RIGHT,0.4827,0.4277,0.6112,0.1436,0.4022,2.5162,0.1545,0.3063,0.2566,0.9851
VR,roll,8,all,0.3130,0.1580,0.8397,0.1687,0.4754,2.5219,0.1763,0.2037,0.0948,0.6388
VR,roll,8,CAM_FRONT,0.4426,0.3600,0.6490,0.1497,0.4172,2.4962,0.1577,0.2821,0.2160,0.9034
VR,roll,8,CAM_FRONT_RIGHT,0.4791,0.4220,0.6243,0.1462,0.4039,2.3830,0.1449,0.3042,0.2532,0.9777
VR,roll,8,CAM_FRONT_LEFT,0.4674,0.4087,0.6349,0.1458,0.4410,2.5556,0.1477,0.2969,0.2452,0.9539
VR,roll,8,CAM_BACK,0.4287,0.3235,0.6354,0.1546,0.3800,2.2036,0.1606,0.2739,0.1941,0.8749
VR,roll,8,CAM_BACK_LEFT,0.4685,0.4051,0.6253,0.1404,0.4225,2.5713,0.1523,0.2977,0.2431,0.9562
VR,roll,8,CAM_BACK_RIGHT,0.4784,0.4196,0.6153,0.1450,0.4034,2.5024,0.1501,0.3038,0.2517,0.9764
VR,roll,12,all,0.2616,0.0996,0.9237,0.1779,0.5778,2.6497,0.2023,0.1718,0.0598,0.5340
VR,roll,12,CAM_FRONT,0.4417,0.3561,0.6371,0.1494,0.4153,2.4700,0.1614,0.2815,0.2137,0.9016
VR,roll,12,CAM_FRONT_RIGHT,0.4816,0.4267,0.6153,0.1446,0.4032,2.4077,0.1550,0.3056,0.2560,0.9828
VR,roll,12,CAM_FRONT_LEFT,0.4581,0.3987,0.6419,0.1435,0.4730,2.7534,0.1536,0.2911,0.2392,0.9350
VR,roll,12,CAM_BACK,0.4156,0.2990,0.6360,0.1523,0.3880,2.1943,0.1630,0.2660,0.1794,0.8481
VR,roll,12,CAM_BACK_LEFT,0.4636,0.4030,0.6266,0.1413,0.4560,2.6684,0.1547,0.2945,0.2418,0.9463
VR,roll,12,CAM_BACK_RIGHT,0.4749,0.4144,0.6252,0.1453,0.4053,2.5227,0.1469,0.3017,0.2486,0.9693
VR,roll,16,all,0.2252,0.0587,1.0298,0.2154,0.5987,2.5514,0.2274,0.1494,0.0352,0.4596
VR,roll,16,CAM_FRONT,0.4439,0.3608,0.6364,0.1505,0.4184,2.4961,0.1597,0.2828,0.2165,0.9059
VR,roll,16,CAM_FRONT_RIGHT,0.4737,0.4145,0.6310,0.1460,0.4032,2.3470,0.1553,0.3009,0.2487,0.9667
VR,roll,16,CAM_FRONT_LEFT,0.4551,0.3947,0.6486,0.1454,0.4710,2.8002,0.1578,0.2892,0.2368,0.9287
VR,roll,16,CAM_BACK,0.4142,0.2992,0.6349,0.1513,0.3937,2.1456,0.1739,0.2650,0.1795,0.8454
VR,roll,16,CAM_BACK_LEFT,0.4619,0.3977,0.6263,0.1414,0.4449,2.6477,0.1567,0.2935,0.2386,0.9427
VR,roll,16,CAM_BACK_RIGHT,0.4702,0.4076,0.6378,0.1452,0.4086,2.4944,0.1443,0.2989,0.2445,0.9596
VR,roll,20,all,0.2143,0.0486,1.0871,0.2434,0.6404,2.5763,0.2165,0.1427,0.0292,0.4373
VR,roll,20,CAM_FRONT,0.4437,0.3608,0.6340,0.1506,0.4208,2.4592,0.1613,0.2827,0.2165,0.9056
VR,roll,20,CAM_FRONT_RIGHT,0.4748,0.4153,0.6223,0.1454,0.4041,2.3684,0.1564,0.3015,0.2492,0.9691
VR,roll,20,CAM_FRONT_LEFT,0.4522,0.3915,0.6478,0.1461,0.4800,2.7961,0.1619,0.2874,0.2349,0.9229
VR,roll,20,CAM_BACK,0.4175,0.3057,0.6271,0.1506,0.3962,2.1667,0.1799,0.2668,0.1834,0.8520
VR,roll,20,CAM_BACK_LEFT,0.4577,0.3920,0.6269,0.1413,0.4521,2.6853,0.1626,0.2908,0.2352,0.9341
VR,roll,20,CAM_BACK_RIGHT,0.4673,0.4026,0.6522,0.1461,0.4153,2.3931,0.1264,0.2974,0.2416,0.9538
CR,yaw,-20,all,0.4867,0.4346,0.6132,0.1438,0.3766,2.3184,0.1721,0.3086,0.2608,0.9934
CR,yaw,-20,CAM_FRONT,0.4890,0.4407,0.6117,0.1450,0.4044,2.4944,0.1527,0.3101,0.2644,0.9979
CR,yaw,-20,CAM_FRONT_RIGHT,0.4799,0.4306,0.6457,0.1443,0.4070,2.4821,0.1577,0.3045,0.2584,0.9793
CR,yaw,-20,CAM_FRONT_LEFT,0.4845,0.4292,0.6236,0.1432,0.3986,2.3872,0.1359,0.3077,0.2575,0.9888
CR,yaw,-20,CAM_BACK,0.4781,0.4161,0.5980,0.1477,0.3966,2.4453,0.1574,0.3035,0.2497,0.9757
CR,yaw,-20,CAM_BACK_LEFT,0.4947,0.4453,0.5959,0.1437,0.3876,2.4186,0.1520,0.3137,0.2672,1.0097
CR,yaw,-20,CAM_BACK_RIGHT,0.4639,0.4040,0.6920,0.1452,0.4061,2.3383,0.1380,0.2952,0.2424,0.9467
CR,yaw,-16,all,0.4740,0.4170,0.6403,0.1447,0.4194,2.4427,0.1400,0.3012,0.2502,0.9675
CR,yaw,-16,CAM_FRONT,0.4894,0.4398,0.6009,0.1440,0.4052,2.4770,0.1549,0.3103,0.2639,0.9988
CR,yaw,-16,CAM_FRONT_RIGHT,0.4909,0.4415,0.5996,0.1435,0.4052,2.4054,0.1500,0.3113,0.2649,1.0019
CR,yaw,-16,CAM_FRONT_LEFT,0.4874,0.4336,0.6119,0.1443,0.3968,2.4185,0.1406,0.3094,0.2601,0.9948
CR,yaw,-16,CAM_BACK,0.4797,0.4239,0.6043,0.1478,0.4204,2.4949,0.1500,0.3044,0.2543,0.9790
CR,yaw,-16,CAM_BACK_LEFT,0.4939,0.4454,0.6048,0.1443,0.3880,2.4124,0.1508,0.3132,0.2672,1.0080
CR,yaw,-16,CAM_BACK_RIGHT,0.4630,0.4050,0.6980,0.1440,0.4025,2.3678,0.1499,0.2946,0.2430,0.9450
CR,yaw,-12,all,0.4850,0.4300,0.6344,0.1482,0.3842,2.3527,0.1327,0.3081,0.2580,0.9899
CR,yaw,-12,CAM_FRONT,0.4947,0.4485,0.5937,0.1451,0.3991,2.4860,0.1574,0.3135,0.2691,1.0097
CR,yaw,-12,CAM_FRONT_RIGHT,0.4934,0.4452,0.6009,0.1442,0.4010,2.3895,0.1455,0.3129,0.2671,1.0071
CR,yaw,-12,CAM_FRONT_LEFT,0.4883,0.4308,0.6029,0.1448,0.3782,2.3791,0.1456,0.3099,0.2585,0.9965
CR,yaw,-12,CAM_BACK,0.4901,0.4359,0.5955,0.1477,0.3833,2.3914,0.1521,0.3109,0.2615,1.0002
CR,yaw,-12,CAM_BACK_LEFT,0.4925,0.4413,0.6084,0.1445,0.3832,2.4135,0.1454,0.3124,0.2648,1.0052
CR,yaw,-12,CAM_BACK_RIGHT,0.4697,0.4082,0.6680,0.1440,0.4055,2.3367,0.1270,0.2989,0.2449,0.9586
CR,yaw,-8,all,0.4952,0.4452,0.5828,0.1490,0.3769,2.3663,0.1658,0.3138,0.2671,1.0106
CR,yaw,-8,CAM_FRONT,0.4941,0.4469,0.5973,0.1446,0.3992,2.4607,0.1526,0.3132,0.2681,1.0083
CR,yaw,-8,CAM_FRONT_RIGHT,0.4909,0.4403,0.6053,0.1448,0.4030,2.3658,0.1392,0.3114,0.2642,1.0019
CR,yaw,-8,CAM_FRONT_LEFT,0.4880,0.4352,0.6120,0.1449,0.3971,2.3915,0.1423,0.3097,0.2611,0.9959
CR,yaw,-8,CAM_BACK,0.4930,0.4394,0.5890,0.1465,0.3743,2.3758,0.1572,0.3126,0.2636,1.0061
CR,yaw,-8,CAM_BACK_LEFT,0.4908,0.4401,0.6112,0.1444,0.3922,2.4305,0.1451,0.3113,0.2641,1.0016
CR,yaw,-8,CAM_BACK_RIGHT,0.4856,0.4303,0.6104,0.1446,0.4022,2.4002,0.1382,0.3083,0.2582,0.9911
CR,yaw,-4,all,0.4919,0.4408,0.6042,0.1468,0.3850,2.4138,0.1486,0.3120,0.2645,1.0040
CR,yaw,-4,CAM_FRONT,0.4898,0.4402,0.6022,0.1445,0.4038,2.4388,0.1523,0.3106,0.2641,0.9997
CR,yaw,-4,CAM_FRONT_RIGHT,0.4879,0.4355,0.6082,0.1448,0.4028,2.4121,0.1427,0.3096,0.2613,0.9958
CR,yaw,-4,CAM_FRONT_LEFT,0.4873,0.4342,0.6165,0.1450,0.3941,2.4227,0.1424,0.3093,0.2605,0.9945
CR,yaw,-4,CAM_BACK,0.4910,0.4350,0.5909,0.1468,0.3753,2.3264,0.1520,0.3115,0.2610,1.0021
CR,yaw,-4,CAM_BACK_LEFT,0.4908,0.4395,0.6001,0.1433,0.3973,2.4731,0.1488,0.3113,0.2637,1.0017
CR,yaw,-4,CAM_BACK_RIGHT,0.4900,0.4358,0.5946,0.1440,0.4009,2.4275,0.1397,0.3109,0.2615,1.0000
CR,yaw,4,all,0.4804,0.4168,0.6066,0.1511,0.3737,2.2689,0.1489,0.3052,0.2501,0.9804
CR,yaw,4,CAM_FRONT,0.4899,0.4409,0.5997,0.1448,0.4106,2.4880,0.1503,0.3106,0.2646,0.9999
CR,yaw,4,CAM_FRONT_RIGHT,0.4879,0.4344,0.6027,0.1445,0.4025,2.4195,0.1435,0.3096,0.2607,0.9958
CR,yaw,4,CAM_FRONT_LEFT,0.4906,0.4365,0.5991,0.1455,0.3834,2.4218,0.1488,0.3112,0.2619,1.0012
CR,yaw,4,CAM_BACK,0.4751,0.4116,0.6561,0.1468,0.3564,2.1866,0.1476,0.3021,0.2470,0.9697
CR,yaw,4,CAM_BACK_LEFT,0.4894,0.4351,0.5973,0.1457,0.3956,2.4216,0.1430,0.3105,0.2611,0.9988
CR,yaw,4,CAM_BACK_RIGHT,0.4885,0.4340,0.6089,0.1446,0.4005,2.3514,0.1310,0.3101,0.2604,0.9970
CR,yaw,8,all,0.4804,0.4129,0.6057,0.1457,0.3764,2.2884,0.1326,0.3054,0.2477,0.9805
CR,yaw,8,CAM_FRONT,0.4872,0.4340,0.5997,0.1452,0.4022,2.4297,0.1505,0.3091,0.2604,0.9944
CR,yaw,8,CAM_FRONT_RIGHT,0.4869,0.4330,0.6056,0.1448,0.4018,2.4189,0.1440,0.3090,0.2598,0.9937
CR,yaw,8,CAM_FRONT_LEFT,0.4904,0.4369,0.5986,0.1440,0.3866,2.4345,0.1508,0.3111,0.2621,1.0010
CR,yaw,8,CAM_BACK,0.4772,0.4156,0.6480,0.1452,0.3679,2.2191,0.1447,0.3034,0.2494,0.9740
CR,yaw,8,CAM_BACK_LEFT,0.4864,0.4304,0.6102,0.1440,0.3935,2.4396,0.1404,0.3088,0.2582,0.9926
CR,yaw,8,CAM_BACK_RIGHT,0.4868,0.4313,0.6081,0.1448,0.3988,2.3990,0.1364,0.3091,0.2588,0.9936
CR,yaw,12,all,0.4704,0.4004,0.6381,0.1464,0.3880,2.4477,0.1257,0.2994,0.2403,0.9601
CR,yaw,12,CAM_FRONT,0.4870,0.4357,0.6061,0.1446,0.4044,2.4520,0.1528,0.3089,0.2614,0.9940
CR,yaw,12,CAM_FRONT_RIGHT,0.4867,0.4330,0.6065,0.1452,0.4027,2.4195,0.1439,0.3088,0.2598,0.9933
CR,yaw,12,CAM_FRONT_LEFT,0.4933,0.4426,0.6064,0.1436,0.3824,2.4029,0.1474,0.3129,0.2656,1.0068
CR,yaw,12,CAM_BACK,0.4751,0.4112,0.6552,0.1446,0.3640,2.2355,0.1410,0.3022,0.2467,0.9697
CR,yaw,12,CAM_BACK_LEFT,0.4780,0.4188,0.6286,0.1426,0.3953,2.5277,0.1473,0.3036,0.2513,0.9755
CR,yaw,12,CAM_BACK_RIGHT,0.4863,0.4305,0.6056,0.1443,0.4004,2.4408,0.1395,0.3087,0.2583,0.9925
CR,yaw,16,all,0.4710,0.3997,0.6492,0.1464,0.3616,2.3454,0.1314,0.2999,0.2398,0.9612
CR,yaw,16,CAM_FRONT,0.4857,0.4335,0.6063,0.1438,0.4070,2.4838,0.1535,0.3081,0.2601,0.9912
CR,yaw,16,CAM_FRONT_RIGHT,0.4872,0.4343,0.6073,0.1452,0.4006,2.4266,0.1466,0.3091,0.2606,0.9943
CR,yaw,16,CAM_FRONT_LEFT,0.4895,0.4383,0.6120,0.1443,0.3913,2.4142,0.1495,0.3105,0.2630,0.9990
CR,yaw,16,CAM_BACK,0.4721,0.4039,0.6633,0.1464,0.3459,2.1694,0.1427,0.3005,0.2423,0.9635
CR,yaw,16,CAM_BACK_LEFT,0.4728,0.4107,0.6289,0.1438,0.3989,2.5523,0.1537,0.3004,0.2464,0.9650
CR,yaw,16,CAM_BACK_RIGHT,0.4875,0.4330,0.6035,0.1449,0.4008,2.4411,0.1406,0.3094,0.2598,0.9950
CR,yaw,20,all,0.4780,0.4085,0.6142,0.1451,0.3645,2.3049,0.1383,0.3040,0.2451,0.9756
CR,yaw,20,CAM_FRONT,0.4846,0.4317,0.6104,0.1434,0.4090,2.4517,0.1495,0.3075,0.2590,0.9891
CR,yaw,20,CAM_FRONT_RIGHT,0.4877,0.4348,0.6050,0.1447,0.3991,2.4230,0.1486,0.3094,0.2609,0.9953
CR,yaw,20,CAM_FRONT_LEFT,0.4884,0.4377,0.6153,0.1440,0.3977,2.4170,0.1472,0.3099,0.2626,0.9968
CR,yaw,20,CAM_BACK,0.4689,0.3983,0.6703,0.1433,0.3475,2.2189,0.1409,0.2986,0.2390,0.9571
CR,yaw,20,CAM_BACK_LEFT,0.4712,0.4091,0.6357,0.1442,0.3965,2.5165,0.1570,0.2994,0.2455,0.9617
CR,yaw,20,CAM_BACK_RIGHT,0.4884,0.4356,0.6089,0.1453,0.4004,2.4525,0.1391,0.3100,0.2613,0.9968
CR,pitch,-20,all,0.3155,0.1907,1.0176,0.1701,0.4510,2.6861,0.1774,0.2053,0.1144,0.6440
CR,pitch,-20,CAM_FRONT,0.4636,0.3999,0.6335,0.1498,0.4154,2.5647,0.1651,0.2946,0.2399,0.9461
CR,pitch,-20,CAM_FRONT_RIGHT,0.4768,0.4186,0.6323,0.1449,0.4038,2.3982,0.1442,0.3029,0.2512,0.9731
CR,pitch,-20,CAM_FRONT_LEFT,0.4729,0.4084,0.6245,0.1472,0.3935,2.5038,0.1481,0.3006,0.2450,0.9651
CR,pitch,-20,CAM_BACK,0.4453,0.3636,0.6726,0.1526,0.3867,2.3267,0.1531,0.2840,0.2182,0.9088
CR,pitch,-20,CAM_BACK_LEFT,0.4608,0.3896,0.6535,0.1433,0.3933,2.4736,0.1500,0.2933,0.2338,0.9404
CR,pitch,-20,CAM_BACK_RIGHT,0.4758,0.4124,0.6353,0.1452,0.4103,2.3504,0.1129,0.3027,0.2474,0.9712
CR,pitch,-16,all,0.3382,0.2162,1.0018,0.1646,0.3944,2.4903,0.1402,0.2199,0.1297,0.6902
CR,pitch,-16,CAM_FRONT,0.4682,0.4064,0.6316,0.1497,0.4092,2.4791,0.1594,0.2975,0.2438,0.9556
CR,pitch,-16,CAM_FRONT_RIGHT,0.4788,0.4214,0.6247,0.1440,0.4033,2.4234,0.1473,0.3040,0.2529,0.9772
CR,pitch,-16,CAM_FRONT_LEFT,0.4755,0.4087,0.6151,0.1460,0.3810,2.4265,0.1466,0.3022,0.2452,0.9704
CR,pitch,-16,CAM_BACK,0.4538,0.3789,0.6689,0.1526,0.3842,2.3480,0.1511,0.2891,0.2273,0.9261
CR,pitch,-16,CAM_BACK_LEFT,0.4600,0.3907,0.6631,0.1428,0.3979,2.4848,0.1492,0.2928,0.2344,0.9389
CR,pitch,-16,CAM_BACK_RIGHT,0.4713,0.4063,0.6496,0.1454,0.4099,2.3545,0.1135,0.3000,0.2438,0.9618
CR,pitch,-12,all,0.3487,0.2251,0.9966,0.1660,0.3763,2.4456,0.0989,0.2269,0.1350,0.7118
CR,pitch,-12,CAM_FRONT,0.4678,0.4058,0.6439,0.1495,0.4054,2.4802,0.1523,0.2974,0.2435,0.9547
CR,pitch,-12,CAM_FRONT_RIGHT,0.4793,0.4223,0.6188,0.1438,0.4069,2.4766,0.1492,0.3043,0.2534,0.9782
CR,pitch,-12,CAM_FRONT_LEFT,0.4756,0.4122,0.6247,0.1459,0.3849,2.4430,0.1491,0.3022,0.2473,0.9707
CR,pitch,-12,CAM_BACK,0.4591,0.3892,0.6828,0.1499,0.3713,2.3270,0.1509,0.2924,0.2335,0.9370
CR,pitch,-12,CAM_BACK_LEFT,0.4574,0.3848,0.6613,0.1455,0.3873,2.4987,0.1558,0.2912,0.2309,0.9336
CR,pitch,-12,CAM_BACK_RIGHT,0.4726,0.4076,0.6476,0.1446,0.4104,2.3501,0.1093,0.3009,0.2445,0.9646
CR,pitch,-8,all,0.3569,0.2498,1.0505,0.1602,0.3710,2.4850,0.1491,0.2311,0.1499,0.7283
CR,pitch,-8,CAM_FRONT,0.4661,0.4055,0.6645,0.1470,0.4106,2.4702,0.1446,0.2964,0.2433,0.9512
CR,pitch,-8,CAM_FRONT_RIGHT,0.4754,0.4176,0.6349,0.1437,0.4048,2.4909,0.1506,0.3019,0.2505,0.9702
CR,pitch,-8,CAM_FRONT_LEFT,0.4784,0.4204,0.6382,0.1449,0.3883,2.4542,0.1462,0.3039,0.2522,0.9764
CR,pitch,-8,CAM_BACK,0.4588,0.3862,0.6730,0.1516,0.3660,2.2825,0.1530,0.2922,0.2317,0.9363
CR,pitch,-8,CAM_BACK_LEFT,0.4576,0.3879,0.6794,0.1439,0.3825,2.4744,0.1573,0.2913,0.2327,0.9340
CR,pitch,-8,CAM_BACK_RIGHT,0.4751,0.4137,0.6385,0.1451,0.4085,2.4007,0.1255,0.3021,0.2482,0.9696
CR,pitch,-4,all,0.3633,0.2668,0.9987,0.1523,0.3998,2.4094,0.1498,0.2348,0.1601,0.7415
CR,pitch,-4,CAM_FRONT,0.4636,0.4015,0.6520,0.1463,0.4276,2.5533,0.1460,0.2948,0.2409,0.9461
CR,pitch,-4,CAM_FRONT_RIGHT,0.4791,0.4228,0.6294,0.1435,0.4010,2.4402,0.1492,0.3042,0.2537,0.9778
CR,pitch,-4,CAM_FRONT_LEFT,0.4817,0.4267,0.6294,0.1451,0.3975,2.4733,0.1453,0.3058,0.2560,0.9830
CR,pitch,-4,CAM_BACK,0.4571,0.3832,0.6749,0.1505,0.3677,2.2225,0.1524,0.2912,0.2299,0.9328
CR,pitch,-4,CAM_BACK_LEFT,0.4646,0.3965,0.6611,0.1402,0.3874,2.4723,0.1479,0.2956,0.2379,0.9481
CR,pitch,-4,CAM_BACK_RIGHT,0.4767,0.4185,0.6399,0.1442,0.4054,2.4088,0.1353,0.3030,0.2511,0.9730
CR,pitch,4,all,0.3708,0.2956,0.8973,0.1481,0.5496,2.9817,0.1750,0.2379,0.1774,0.7568
CR,pitch,4,CAM_FRONT,0.4813,0.4299,0.6266,0.1460,0.4073,2.4006,0.1572,0.3053,0.2580,0.9822
CR,pitch,4,CAM_FRONT_RIGHT,0.4821,0.4268,0.6229,0.1460,0.4030,2.4219,0.1412,0.3061,0.2561,0.9839
CR,pitch,4,CAM_FRONT_LEFT,0.4652,0.4137,0.6348,0.1421,0.4936,2.7907,0.1457,0.2953,0.2482,0.9495
CR,pitch,4,CAM_BACK,0.4672,0.4012,0.6499,0.1473,0.3781,2.3105,0.1582,0.2971,0.2407,0.9536
CR,pitch,4,CAM_BACK_LEFT,0.4554,0.4031,0.6502,0.1387,0.5169,2.9550,0.1555,0.2891,0.2418,0.9294
CR,pitch,4,CAM_BACK_RIGHT,0.4807,0.4262,0.6192,0.1445,0.4044,2.4774,0.1563,0.3050,0.2557,0.9810
CR,pitch,8,all,0.3023,0.2020,1.0079,0.1712,0.6376,3.2396,0.1783,0.1961,0.1212,0.6169
CR,pitch,8,CAM_FRONT,0.4705,0.4089,0.6255,0.1487,0.4131,2.4271,0.1523,0.2989,0.2453,0.9602
CR,pitch,8,CAM_FRONT_RIGHT,0.4772,0.4175,0.6277,0.1460,0.4034,2.4405,0.1385,0.3032,0.2505,0.9739
CR,pitch,8,CAM_FRONT_LEFT,0.4625,0.4123,0.6439,0.1403,0.5055,2.8494,0.1467,0.2936,0.2474,0.9439
CR,pitch,8,CAM_BACK,0.4539,0.3756,0.6484,0.1495,0.3824,2.2230,0.1587,0.2891,0.2254,0.9264
CR,pitch,8,CAM_BACK_LEFT,0.4470,0.3904,0.6461,0.1409,0.5377,3.0130,0.1573,0.2839,0.2342,0.9123
CR,pitch,8,CAM_BACK_RIGHT,0.4740,0.4152,0.6315,0.1454,0.4082,2.4906,0.1503,0.3011,0.2491,0.9675
CR,pitch,12,all,0.2750,0.1493,1.0264,0.1932,0.6016,2.9245,0.2022,0.1796,0.0896,0.5612
CR,pitch,12,CAM_FRONT,0.4633,0.3942,0.6238,0.1499,0.4083,2.3963,0.1560,0.2946,0.2365,0.9455
CR,pitch,12,CAM_FRONT_RIGHT,0.4759,0.4163,0.6212,0.1472,0.4050,2.4976,0.1490,0.3023,0.2498,0.9714
CR,pitch,12,CAM_FRONT_LEFT,0.4548,0.4002,0.6450,0.1428,0.5097,2.9510,0.1557,0.2888,0.2401,0.9282
CR,pitch,12,CAM_BACK,0.4466,0.3662,0.6613,0.1509,0.3858,2.2997,0.1665,0.2846,0.2197,0.9116
CR,pitch,12,CAM_BACK_LEFT,0.4559,0.3919,0.6369,0.1469,0.4620,2.6901,0.1552,0.2898,0.2352,0.9304
CR,pitch,12,CAM_BACK_RIGHT,0.4624,0.4005,0.6673,0.1436,0.4104,2.4385,0.1576,0.2940,0.2403,0.9437
CR,pitch,16,all,0.2542,0.1066,1.0508,0.2255,0.5420,2.8265,0.2233,0.1672,0.0639,0.5188
CR,pitch,16,CAM_FRONT,0.4559,0.3827,0.6246,0.1515,0.4196,2.4205,0.1588,0.2900,0.2296,0.9304
CR,pitch,16,CAM_FRONT_RIGHT,0.4765,0.4178,0.6201,0.1471,0.4061,2.4866,0.1503,0.3026,0.2507,0.9726
CR,pitch,16,CAM_FRONT_LEFT,0.4591,0.4024,0.6336,0.1416,0.4916,2.8592,0.1542,0.2915,0.2414,0.9369
CR,pitch,16,CAM_BACK,0.4341,0.3515,0.6800,0.1527,0.3979,2.3192,0.1863,0.2767,0.2109,0.8859
CR,pitch,16,CAM_BACK_LEFT,0.4513,0.3809,0.6395,0.1526,0.4424,2.6193,0.1572,0.2871,0.2286,0.9211
CR,pitch,16,CAM_BACK_RIGHT,0.4659,0.3972,0.6471,0.1471,0.4181,2.3533,0.1144,0.2967,0.2383,0.9509
CR,pitch,20,all,0.1941,0.0340,1.1708,0.3066,0.6405,3.0728,0.2817,0.1296,0.0204,0.3962
CR,pitch,20,CAM_FRONT,0.4473,0.3657,0.6250,0.1527,0.4248,2.4308,0.1530,0.2849,0.2194,0.9129
CR,pitch,20,CAM_FRONT_RIGHT,0.4730,0.4097,0.6184,0.1473,0.4106,2.4458,0.1420,0.3006,0.2458,0.9654
CR,pitch,20,CAM_FRONT_LEFT,0.4621,0.3990,0.6245,0.1453,0.4496,2.6530,0.1543,0.2936,0.2394,0.9431
CR,pitch,20,CAM_BACK,0.4172,0.3162,0.6679,0.1553,0.3988,2.3062,0.1871,0.2665,0.1897,0.8514
CR,pitch,20,CAM_BACK_LEFT,0.4443,0.3656,0.6355,0.1465,0.4414,2.7037,0.1611,0.2829,0.2193,0.9068
CR,pitch,20,CAM_BACK_RIGHT,0.4633,0.3956,0.6609,0.1460,0.4161,2.3533,0.1218,0.2950,0.2373,0.9455
CR,roll,-20,all,0.2499,0.0925,1.0848,0.2089,0.5837,2.8649,0.1702,0.1652,0.0555,0.5101
CR,roll,-20,CAM_FRONT,0.4521,0.3798,0.6249,0.1517,0.4379,2.4712,0.1629,0.2876,0.2279,0.9228
CR,roll,-20,CAM_FRONT_RIGHT,0.4752,0.4162,0.6365,0.1452,0.4075,2.4092,0.1392,0.3020,0.2497,0.9699
CR,roll,-20,CAM_FRONT_LEFT,0.4655,0.4010,0.6322,0.1464,0.4256,2.5655,0.1466,0.2959,0.2406,0.9500
CR,roll,-20,CAM_BACK,0.4090,0.3072,0.6866,0.1538,0.4420,2.3850,0.1638,0.2617,0.1843,0.8347
CR,roll,-20,CAM_BACK_LEFT,0.4604,0.3895,0.6546,0.1439,0.3931,2.4786,0.1514,0.2930,0.2337,0.9397
CR,roll,-20,CAM_BACK_RIGHT,0.4749,0.4138,0.6231,0.1456,0.4092,2.4573,0.1420,0.3018,0.2483,0.9693
CR,roll,-16,all,0.2721,0.1188,1.0585,0.1908,0.5066,2.5803,0.1750,0.1789,0.0713,0.5554
CR,roll,-16,CAM_FRONT,0.4589,0.3882,0.6129,0.1495,0.4292,2.4462,0.1604,0.2917,0.2329,0.9366
CR,roll,-16,CAM_FRONT_RIGHT,0.4746,0.4184,0.6486,0.1443,0.4090,2.4065,0.1443,0.3015,0.2511,0.9686
CR,roll,-16,CAM_FRONT_LEFT,0.4706,0.4067,0.6277,0.1441,0.4116,2.5276,0.1446,0.2991,0.2440,0.9604
CR,roll,-16,CAM_BACK,0.4139,0.3124,0.6970,0.1536,0.4141,2.3161,0.1586,0.2649,0.1875,0.8447
CR,roll,-16,CAM_BACK_LEFT,0.4595,0.3916,0.6519,0.1435,0.4153,2.5558,0.1523,0.2923,0.2350,0.9378
CR,roll,-16,CAM_BACK_RIGHT,0.4750,0.4158,0.6212,0.1451,0.4024,2.5357,0.1602,0.3016,0.2495,0.9694
CR,roll,-12,all,0.2957,0.1550,0.9803,0.1757,0.4939,2.5430,0.1680,0.1933,0.0930,0.6035
CR,roll,-12,CAM_FRONT,0.4624,0.3926,0.6130,0.1485,0.4177,2.4419,0.1595,0.2939,0.2355,0.9437
CR,roll,-12,CAM_FRONT_RIGHT,0.4744,0.4179,0.6471,0.1446,0.4072,2.3846,0.1474,0.3014,0.2508,0.9681
CR,roll,-12,CAM_FRONT_LEFT,0.4708,0.4060,0.6306,0.1444,0.3990,2.4937,0.1480,0.2993,0.2436,0.9609
CR,roll,-12,CAM_BACK,0.4186,0.3158,0.6726,0.1570,0.4086,2.2906,0.1547,0.2678,0.1895,0.8544
CR,roll,-12,CAM_BACK_LEFT,0.4665,0.4060,0.6500,0.1428,0.4210,2.5885,0.1517,0.2965,0.2436,0.9520
CR,roll,-12,CAM_BACK_RIGHT,0.4813,0.4264,0.6153,0.1440,0.4012,2.5751,0.1585,0.3054,0.2559,0.9823
CR,roll,-8,all,0.3299,0.1946,0.8775,0.1651,0.4675,2.4784,0.1639,0.2140,0.1168,0.6734
CR,roll,-8,CAM_FRONT,0.4606,0.3952,0.6300,0.1483,0.4310,2.4971,0.1605,0.2928,0.2371,0.9401
CR,roll,-8,CAM_FRONT_RIGHT,0.4751,0.4187,0.6455,0.1450,0.4038,2.4000,0.1478,0.3018,0.2512,0.9697
CR,roll,-8,CAM_FRONT_LEFT,0.4736,0.4110,0.6299,0.1443,0.4010,2.4662,0.1442,0.3010,0.2466,0.9665
CR,roll,-8,CAM_BACK,0.4309,0.3370,0.6727,0.1514,0.3945,2.2384,0.1572,0.2752,0.2022,0.8795
